"V1","V2","V3"
"17_6_9","FC_ST_ST","COM2"
"1_6_9","ST_ST_TD","COM2"
"11_6_9","ST_ST_ST","COM2"
"6_7_9","ST_ST_ST","COM2"
"12_6_9","ST_ST_TD","COM2"
"6_8_9","ST_ST_TD","COM2"
"12_6_9","ST_ST_TD","COM2"
"10_6_9","ST_ST_TD","COM2"
"6_9_9","ST_ST_ST","COM2"
"6_8_9","ST_ST_TD","COM2"
"6_9_9","ST_ST_ST","COM2"
"12_6_9","ST_ST_TD","COM2"
"6_8_9","ST_ST_TD","COM2"
"6_9_9","ST_ST_ST","COM2"
"16_6_9","FC_ST_ST","COM2"
"6_8_9","ST_ST_TD","COM2"
"6_7_9","ST_ST_ST","COM2"
"4_6_9","ST_ST_ST","COM2"
"4_6_9","ST_ST_ST","COM2"
"6_8_9","ST_ST_TD","COM2"
"10_15_6","ST_TD_TD","COM2"
"10_12_6","ST_TD_TD","COM2"
"10_6_9","ST_ST_TD","COM2"
"10_12_6","ST_TD_TD","COM2"
"10_11_6","ST_ST_TD","COM2"
"10_12_6","ST_TD_TD","COM2"
"10_11_4","ST_ST_TD","COM2"
"10_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_7","FC_ST_ST","COM2"
"17_4_8","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_13_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"10_4_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_7_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_7","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"10_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_7","ST_ST_ST","COM2"
"4_4_8","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"15_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_4","ST_ST_ST","COM2"
"4_4_4","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_4","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_7","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"16_4_4","FC_ST_ST","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"1_4_4","ST_ST_TD","COM2"
"11_4_4","ST_ST_ST","COM2"
"4_4_7","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"11_12_4","ST_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_13_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"11_12_4","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_2_4","ST_ST_TD","COM2"
"12_16_4","FC_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"1_12_4","ST_TD_TD","COM2"
"11_12_4","ST_ST_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_7_8","ST_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_8_8","ST_TD_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"10_4_8","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_7_8","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"15_4_8","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_7_8","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_8_8","ST_TD_TD","COM2"
"4_8_8","ST_TD_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"2_4_8","ST_ST_TD","COM2"
"16_4_8","FC_ST_TD","COM2"
"4_8_8","ST_TD_TD","COM2"
"1_4_8","ST_TD_TD","COM2"
"11_4_8","ST_ST_TD","COM2"
"4_7_8","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_13_4","ST_TD_TD","COM2"
"10_15_4","ST_TD_TD","COM2"
"15_17_4","FC_ST_TD","COM2"
"15_4_8","ST_TD_TD","COM2"
"15_4_9","ST_ST_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"15_4_9","ST_ST_TD","COM2"
"15_4_9","ST_ST_TD","COM2"
"15_4_4","ST_ST_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"15_4_4","ST_ST_TD","COM2"
"15_4_8","ST_TD_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"15_4_7","ST_ST_TD","COM2"
"11_15_4","ST_ST_TD","COM2"
"15_4_8","ST_TD_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"16_4_4","FC_ST_ST","COM2"
"4_4_7","ST_ST_ST","COM2"
"4_4_4","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"11_12_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_7","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"10_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_4","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_8","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"15_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_4","ST_ST_ST","COM2"
"4_4_4","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_4","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_7","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_4_7","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"2_4_4","ST_ST_ST","COM2"
"16_4_4","FC_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"1_4_4","ST_ST_TD","COM2"
"11_4_4","ST_ST_ST","COM2"
"4_4_7","ST_ST_ST","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_16_4","FC_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"4_7_8","ST_ST_TD","COM2"
"15_4_8","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"11_4_8","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"10_4_9","ST_ST_TD","COM2"
"17_17_4","FC_FC_ST","COM2"
"13_17_4","FC_ST_TD","COM2"
"2_4_7","ST_ST_ST","COM2"
"17_2_4","FC_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_8","ST_ST_TD","COM2"
"2_4_9","ST_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"10_2_4","ST_ST_TD","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_9","ST_ST_ST","COM2"
"2_4_7","ST_ST_ST","COM2"
"2_4_9","ST_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"15_2_4","ST_ST_TD","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_4","ST_ST_ST","COM2"
"2_4_4","ST_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_4","ST_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_9","ST_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_7","ST_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_8","ST_ST_TD","COM2"
"2_4_8","ST_ST_TD","COM2"
"12_2_4","ST_ST_TD","COM2"
"17_2_4","FC_ST_ST","COM2"
"2_4_8","ST_ST_TD","COM2"
"17_2_4","FC_ST_ST","COM2"
"16_2_4","FC_ST_ST","COM2"
"12_2_4","ST_ST_TD","COM2"
"2_4_9","ST_ST_ST","COM2"
"17_2_4","FC_ST_ST","COM2"
"1_2_4","ST_ST_TD","COM2"
"11_2_4","ST_ST_ST","COM2"
"2_4_7","ST_ST_ST","COM2"
"12_16_4","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"11_17_4","FC_ST_ST","COM2"
"17_17_4","FC_FC_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_7","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"10_17_4","FC_ST_TD","COM2"
"15_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"13_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_7","FC_ST_ST","COM2"
"11_17_4","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_17_4","FC_FC_ST","COM2"
"17_4_7","FC_ST_ST","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"15_17_4","FC_ST_TD","COM2"
"17_17_4","FC_FC_ST","COM2"
"10_17_4","FC_ST_TD","COM2"
"17_17_4","FC_FC_ST","COM2"
"17_2_4","FC_ST_ST","COM2"
"16_17_4","FC_FC_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_17_4","FC_FC_ST","COM2"
"1_17_4","FC_ST_TD","COM2"
"11_17_4","FC_ST_ST","COM2"
"17_4_7","FC_ST_ST","COM2"
"17_17_4","FC_FC_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_17_4","FC_FC_ST","COM2"
"17_17_4","FC_FC_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_7","FC_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"4_7_9","ST_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"10_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"4_7_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"15_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_7_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"4_8_9","ST_ST_TD","COM2"
"16_4_9","FC_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"1_4_9","ST_ST_TD","COM2"
"11_4_9","ST_ST_ST","COM2"
"4_7_9","ST_ST_ST","COM2"
"17_4_7","FC_ST_ST","COM2"
"17_17_4","FC_FC_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"10_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_4_7","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"15_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_4","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_7","FC_ST_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_8","FC_ST_TD","COM2"
"17_4_9","FC_ST_ST","COM2"
"17_17_4","FC_FC_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"17_17_4","FC_FC_ST","COM2"
"17_4_8","FC_ST_TD","COM2"
"16_17_4","FC_FC_ST","COM2"
"12_17_4","FC_ST_TD","COM2"
"1_17_4","FC_ST_TD","COM2"
"11_17_4","FC_ST_ST","COM2"
"17_4_7","FC_ST_ST","COM2"
"1_17_4","FC_ST_TD","COM2"
"1_12_4","ST_TD_TD","COM2"
"1_17_4","FC_ST_TD","COM2"
"1_17_4","FC_ST_TD","COM2"
"1_12_4","ST_TD_TD","COM2"
"1_13_4","ST_TD_TD","COM2"
"10_11_4","ST_ST_TD","COM2"
"11_17_4","FC_ST_ST","COM2"
"11_4_8","ST_ST_TD","COM2"
"11_4_9","ST_ST_ST","COM2"
"11_12_4","ST_ST_TD","COM2"
"11_4_9","ST_ST_ST","COM2"
"11_4_9","ST_ST_ST","COM2"
"11_4_4","ST_ST_ST","COM2"
"11_12_4","ST_ST_TD","COM2"
"11_4_4","ST_ST_ST","COM2"
"11_4_8","ST_ST_TD","COM2"
"11_12_4","ST_ST_TD","COM2"
"11_4_7","ST_ST_ST","COM2"
"11_11_4","ST_ST_ST","COM2"
"11_4_8","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"4_8_8","ST_TD_TD","COM2"
"16_4_8","FC_ST_TD","COM2"
"4_7_8","ST_ST_TD","COM2"
"4_4_8","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"4_7_9","ST_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"10_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_9_9","ST_ST_ST","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"15_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_4_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_7_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_7_9","ST_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"4_9_9","ST_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"2_4_9","ST_ST_ST","COM2"
"16_4_9","FC_ST_ST","COM2"
"4_9_9","ST_ST_ST","COM2"
"4_9_9","ST_ST_ST","COM2"
"17_4_9","FC_ST_ST","COM2"
"1_4_9","ST_ST_TD","COM2"
"11_4_9","ST_ST_ST","COM2"
"4_7_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"10_4_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"12_4_9","ST_ST_TD","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_9_9","ST_ST_ST","COM2"
"16_4_9","FC_ST_ST","COM2"
"4_8_9","ST_ST_TD","COM2"
"4_7_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_4_9","ST_ST_ST","COM2"
"4_8_9","ST_ST_TD","COM2"
"10_15_4","ST_TD_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"10_4_9","ST_ST_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"10_11_4","ST_ST_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"10_11_12","ST_TD_TD","COM2"
"10_12_17","FC_TD_TD","COM2"
"12_17_8","FC_TD_TD","COM2"
"12_17_9","FC_ST_TD","COM2"
"12_17_9","FC_ST_TD","COM2"
"12_17_9","FC_ST_TD","COM2"
"12_12_17","FC_TD_TD","COM2"
"12_17_8","FC_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_17","FC_TD_TD","COM2"
"12_17_7","FC_ST_TD","COM2"
"12_17_8","FC_TD_TD","COM2"
"12_12_17","FC_TD_TD","COM2"
"12_12_13","TD_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"10_12_9","ST_TD_TD","COM2"
"12_9_9","ST_ST_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_12_9","ST_TD_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_7_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"10_12_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_4","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"12_16_4","FC_ST_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_17_4","FC_ST_TD","COM2"
"1_12_4","ST_TD_TD","COM2"
"11_12_4","ST_ST_TD","COM2"
"12_4_7","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
"12_12_9","ST_TD_TD","COM2"
"12_7_8","ST_TD_TD","COM2"
"12_17_8","FC_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_8_8","TD_TD_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"10_12_8","TD_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_7_8","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_15_8","TD_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_4_8","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_7_8","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_8_8","TD_TD_TD","COM2"
"12_8_8","TD_TD_TD","COM2"
"12_8_9","ST_TD_TD","COM2"
"12_17_8","FC_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_17_8","FC_TD_TD","COM2"
"12_2_8","ST_TD_TD","COM2"
"12_16_8","FC_TD_TD","COM2"
"12_8_8","TD_TD_TD","COM2"
"1_12_8","TD_TD_TD","COM2"
"11_12_8","ST_TD_TD","COM2"
"12_7_8","ST_TD_TD","COM2"
"12_12_8","TD_TD_TD","COM2"
"12_12_17","FC_TD_TD","COM2"
"12_12_12","TD_TD_TD","COM2"
"12_12_17","FC_TD_TD","COM2"
"12_12_17","FC_TD_TD","COM2"
"12_12_12","TD_TD_TD","COM2"
"12_12_13","TD_TD_TD","COM2"
"10_12_15","TD_TD_TD","COM2"
"12_15_17","FC_TD_TD","COM2"
"12_15_8","TD_TD_TD","COM2"
"12_15_9","ST_TD_TD","COM2"
"12_12_15","TD_TD_TD","COM2"
"12_15_9","ST_TD_TD","COM2"
"12_15_9","ST_TD_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_12_15","TD_TD_TD","COM2"
"12_15_4","ST_TD_TD","COM2"
"12_15_8","TD_TD_TD","COM2"
"12_12_15","TD_TD_TD","COM2"
"12_15_7","ST_TD_TD","COM2"
"11_12_15","ST_TD_TD","COM2"
"12_15_8","TD_TD_TD","COM2"
"12_4_9","ST_ST_TD","COM2"
"12_12_4","ST_TD_TD","COM2"
