"V1","V2"
"12_13_17","FC_TD_TD"
"13_17_7","FC_ST_TD"
"13_17_8","FC_TD_TD"
"11_13_17","FC_ST_TD"
"13_17_4","FC_ST_TD"
"13_17_9","FC_ST_TD"
"13_17_9","FC_ST_TD"
"12_13_17","FC_TD_TD"
"12_13_17","FC_TD_TD"
"11_13_17","FC_ST_TD"
"1_13_17","FC_TD_TD"
"13_17_9","FC_ST_TD"
"12_13_17","FC_TD_TD"
"12_13_17","FC_TD_TD"
"12_13_17","FC_TD_TD"
"12_13_17","FC_TD_TD"
"13_17_9","FC_ST_TD"
"13_17_17","FC_FC_TD"
"13_17_9","FC_ST_TD"
"11_13_17","FC_ST_TD"
"13_17_9","FC_ST_TD"
"13_17_9","FC_ST_TD"
"11_13_17","FC_ST_TD"
"13_17_4","FC_ST_TD"
"13_17_17","FC_FC_TD"
"13_17_9","FC_ST_TD"
"13_13_17","FC_TD_TD"
"13_17_17","FC_FC_TD"
"12_13_17","FC_TD_TD"
"13_17_9","FC_ST_TD"
"12_13_17","FC_TD_TD"
"13_17_9","FC_ST_TD"
"11_13_17","FC_ST_TD"
"12_13_17","FC_TD_TD"
"13_17_9","FC_ST_TD"
"12_13_17","FC_TD_TD"
"13_17_17","FC_FC_TD"
"13_17_8","FC_TD_TD"
"12_13_17","FC_TD_TD"
"13_17_3","FC_ST_TD"
"13_17_9","FC_ST_TD"
"13_17_9","FC_ST_TD"
"13_17_9","FC_ST_TD"
"11_13_17","FC_ST_TD"
"13_17_7","FC_ST_TD"
"13_17_7","FC_ST_TD"
"12_13_17","FC_TD_TD"
"13_17_9","FC_ST_TD"
"10_13_17","FC_TD_TD"
"13_17_8","FC_TD_TD"
"13_17_8","FC_TD_TD"
"13_17_17","FC_FC_TD"
"13_17_3","FC_ST_TD"
"11_13_17","FC_ST_TD"
"12_13_17","FC_TD_TD"
"13_17_8","FC_TD_TD"
"13_17_9","FC_ST_TD"
"11_13_17","FC_ST_TD"
"11_12_13","ST_TD_TD"
"12_13_7","ST_TD_TD"
"12_13_8","TD_TD_TD"
"12_13_4","ST_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_7","ST_TD_TD"
"11_12_13","ST_TD_TD"
"12_13_8","TD_TD_TD"
"12_13_4","ST_TD_TD"
"12_13_9","ST_TD_TD"
"12_12_13","TD_TD_TD"
"11_12_13","ST_TD_TD"
"12_12_13","TD_TD_TD"
"12_13_7","ST_TD_TD"
"12_13_8","TD_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_8","TD_TD_TD"
"12_12_13","TD_TD_TD"
"11_12_13","ST_TD_TD"
"1_12_13","TD_TD_TD"
"12_13_9","ST_TD_TD"
"12_12_13","TD_TD_TD"
"12_12_13","TD_TD_TD"
"12_12_13","TD_TD_TD"
"12_13_9","ST_TD_TD"
"12_12_13","TD_TD_TD"
"12_13_4","ST_TD_TD"
"12_13_17","FC_TD_TD"
"12_12_13","TD_TD_TD"
"11_12_13","ST_TD_TD"
"12_13_3","ST_TD_TD"
"12_12_13","TD_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_8","TD_TD_TD"
"12_13_8","TD_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_3","ST_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_9","ST_TD_TD"
"12_13_9","ST_TD_TD"
"11_12_13","ST_TD_TD"
"12_13_7","ST_TD_TD"
"12_13_7","ST_TD_TD"
"12_13_8","TD_TD_TD"
"11_4_9","ST_ST_ST"
"11_4_8","ST_ST_TD"
"11_11_4","ST_ST_ST"
"11_4_7","ST_ST_ST"
"11_4_9","ST_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_4","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_7","FC_ST_ST"
"17_4_8","FC_ST_TD"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"1_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_17_4","FC_FC_ST"
"17_4_4","FC_ST_ST"
"17_17_4","FC_FC_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_3_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_3_4","FC_ST_ST"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"11_4_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_7_8","ST_ST_TD"
"12_4_7","ST_ST_TD"
"4_7_7","ST_ST_ST"
"11_11_4","ST_ST_ST"
"11_4_9","ST_ST_ST"
"11_4_7","ST_ST_ST"
"11_4_8","ST_ST_TD"
"11_4_8","ST_ST_TD"
"11_4_7","ST_ST_ST"
"11_4_9","ST_ST_ST"
"11_4_7","ST_ST_ST"
"11_12_4","ST_ST_TD"
"11_12_4","ST_ST_TD"
"11_11_4","ST_ST_ST"
"11_12_4","ST_ST_TD"
"17_4_8","FC_ST_TD"
"10_4_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"4_8_8","ST_TD_TD"
"1_4_8","ST_TD_TD"
"11_4_4","ST_ST_ST"
"4_4_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"4_4_7","ST_ST_ST"
"4_4_9","ST_ST_ST"
"11_4_4","ST_ST_ST"
"4_4_8","ST_ST_TD"
"4_4_8","ST_ST_TD"
"3_4_4","ST_ST_ST"
"11_4_4","ST_ST_ST"
"12_4_4","ST_ST_TD"
"4_4_7","ST_ST_ST"
"4_4_8","ST_ST_TD"
"4_4_8","ST_ST_TD"
"4_4_8","ST_ST_TD"
"4_4_9","ST_ST_ST"
"11_4_4","ST_ST_ST"
"4_4_7","ST_ST_ST"
"12_4_4","ST_ST_TD"
"12_4_4","ST_ST_TD"
"4_4_9","ST_ST_ST"
"4_4_4","ST_ST_ST"
"4_4_9","ST_ST_ST"
"3_4_4","ST_ST_ST"
"12_4_4","ST_ST_TD"
"11_4_8","ST_ST_TD"
"4_7_8","ST_ST_TD"
"4_8_8","ST_TD_TD"
"4_4_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_7_8","ST_ST_TD"
"11_4_8","ST_ST_TD"
"4_8_8","ST_TD_TD"
"4_4_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"4_7_8","ST_ST_TD"
"4_8_8","ST_TD_TD"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_8_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"1_4_8","ST_TD_TD"
"4_8_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"4_8_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"4_4_8","ST_ST_TD"
"17_4_8","FC_ST_TD"
"12_4_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"3_4_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"4_8_9","ST_ST_TD"
"4_8_8","ST_TD_TD"
"4_8_8","ST_TD_TD"
"4_8_9","ST_ST_TD"
"3_4_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"11_4_8","ST_ST_TD"
"4_7_8","ST_ST_TD"
"4_7_8","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_12_4","ST_TD_TD"
"11_4_7","ST_ST_ST"
"4_7_8","ST_ST_TD"
"11_4_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_7_8","ST_ST_TD"
"4_8_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"4_8_8","ST_TD_TD"
"4_8_8","ST_TD_TD"
"4_7_8","ST_ST_TD"
"4_7_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"11_17_4","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_17_4","FC_FC_ST"
"17_4_9","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"11_17_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_8","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_4_7","FC_ST_ST"
"17_4_8","FC_ST_TD"
"11_17_4","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"1_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_17_4","FC_FC_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_17_4","FC_FC_ST"
"17_4_9","FC_ST_ST"
"13_17_4","FC_ST_TD"
"17_17_4","FC_FC_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_17_4","FC_FC_ST"
"17_3_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_7","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"10_17_4","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_17_4","FC_FC_ST"
"17_3_4","FC_ST_ST"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_17_4","FC_FC_ST"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_8","FC_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"11_11_4","ST_ST_ST"
"11_4_9","ST_ST_ST"
"11_4_8","ST_ST_TD"
"11_4_7","ST_ST_ST"
"11_4_8","ST_ST_TD"
"11_4_7","ST_ST_ST"
"11_12_4","ST_ST_TD"
"11_4_7","ST_ST_ST"
"11_12_4","ST_ST_TD"
"1_3_4","ST_ST_TD"
"1_4_8","ST_TD_TD"
"1_11_4","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"1_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"17_4_9","FC_ST_ST"
"12_4_9","ST_ST_TD"
"3_4_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"3_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"11_12_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_7","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_13_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_17_4","FC_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_3_4","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"17_4_9","FC_ST_ST"
"4_9_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_4_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"1_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"17_4_9","FC_ST_ST"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"17_4_9","FC_ST_ST"
"4_9_9","ST_ST_ST"
"13_4_9","ST_ST_TD"
"17_4_9","FC_ST_ST"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"17_4_9","FC_ST_ST"
"4_8_9","ST_ST_TD"
"3_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"10_4_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"17_4_9","FC_ST_ST"
"3_4_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_9_9","ST_ST_ST"
"11_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"17_4_9","FC_ST_ST"
"17_4_8","FC_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_4","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"1_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_17_4","FC_ST_TD"
"12_4_4","ST_ST_TD"
"12_17_4","FC_ST_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_3_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_3_4","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"4_9_9","ST_ST_ST"
"11_12_4","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_17_4","FC_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_4","ST_ST_TD"
"12_4_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_4_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"1_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_17_4","FC_ST_TD"
"12_4_9","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_4","ST_ST_TD"
"12_17_4","FC_ST_TD"
"12_4_9","ST_ST_TD"
"12_13_4","ST_TD_TD"
"12_17_4","FC_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_17_4","FC_ST_TD"
"12_4_8","ST_TD_TD"
"12_3_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_9","ST_ST_TD"
"10_12_4","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_17_4","FC_ST_TD"
"12_3_4","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_8","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_17_4","FC_ST_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"11_3_4","ST_ST_ST"
"3_4_7","ST_ST_ST"
"11_3_4","ST_ST_ST"
"3_4_9","ST_ST_ST"
"3_4_8","ST_ST_TD"
"3_4_8","ST_ST_TD"
"3_4_7","ST_ST_ST"
"3_4_8","ST_ST_TD"
"3_4_8","ST_ST_TD"
"3_4_9","ST_ST_ST"
"3_4_7","ST_ST_ST"
"11_3_4","ST_ST_ST"
"3_4_9","ST_ST_ST"
"12_3_4","ST_ST_TD"
"12_3_4","ST_ST_TD"
"12_3_4","ST_ST_TD"
"4_7_9","ST_ST_ST"
"4_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"11_3_4","ST_ST_ST"
"11_4_8","ST_ST_TD"
"11_11_4","ST_ST_ST"
"11_4_7","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_7_8","ST_ST_TD"
"4_7_7","ST_ST_ST"
"4_7_8","ST_ST_TD"
"12_4_7","ST_ST_TD"
"4_7_7","ST_ST_ST"
"11_4_7","ST_ST_ST"
"13_4_7","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"4_8_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"4_7_9","ST_ST_ST"
"4_9_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"11_4_9","ST_ST_ST"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_8_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"11_4_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_7_8","ST_ST_TD"
"4_8_8","ST_TD_TD"
"4_8_8","ST_TD_TD"
"4_7_8","ST_ST_TD"
"4_8_9","ST_ST_TD"
"4_7_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_8","ST_TD_TD"
"11_4_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"17_3_4","FC_ST_ST"
"10_3_4","ST_ST_TD"
"3_4_8","ST_ST_TD"
"12_4_8","ST_TD_TD"
"4_7_8","ST_ST_TD"
"12_4_9","ST_ST_TD"
"4_7_9","ST_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_17_4","FC_FC_ST"
"17_4_9","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"11_17_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_4","FC_ST_ST"
"17_4_8","FC_ST_TD"
"17_4_8","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_4_7","FC_ST_ST"
"17_4_8","FC_ST_TD"
"11_17_4","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"11_17_4","FC_ST_ST"
"1_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"17_17_4","FC_FC_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_4","FC_ST_ST"
"17_17_4","FC_FC_ST"
"17_4_9","FC_ST_ST"
"13_17_4","FC_ST_TD"
"17_17_4","FC_FC_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_17_4","FC_FC_ST"
"17_4_8","FC_ST_TD"
"12_17_4","FC_ST_TD"
"17_3_4","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"17_4_7","FC_ST_ST"
"17_4_7","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_9","FC_ST_ST"
"10_17_4","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_17_4","FC_FC_ST"
"17_3_4","FC_ST_ST"
"11_17_4","FC_ST_ST"
"12_17_4","FC_ST_TD"
"17_4_8","FC_ST_TD"
"17_4_9","FC_ST_ST"
"11_17_4","FC_ST_ST"
"11_12_4","ST_ST_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_7","ST_ST_TD"
"11_12_4","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_4","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
"12_12_4","ST_TD_TD"
"12_4_7","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_4_9","ST_ST_TD"
"12_4_9","ST_ST_TD"
"12_4_8","ST_TD_TD"
"12_12_4","ST_TD_TD"
"11_12_4","ST_ST_TD"
