"UT","KeyWord","SDG","Type","Freq"
"WOS:000311688900002","INCOME#POVERTY"," 1","INCOME#POVERTY","1"
"WOS:000539366000001","INCOME#POVERTY"," 1","INCOME#POVERTY","1"
"WOS:000221456600003","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000237423500003","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000244442600001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000244500900001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000284631400011","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000290181400003","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000307485000006","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000307635400001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000311688900002","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000347440700048","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000357753800007","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000363553100003","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000382797300003","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000391056700004","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000396607200002","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000405859500010","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000410913600001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000418360700007","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000454961400006","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000456426900007","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000461854800064","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000474191500012","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000528399700001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000535598700292","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000539366000001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000577322100001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000635669500001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000645745800001","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000686590300019","POVERTY#SUSTAINABLE"," 1","POVERTY#SUSTAINAB*","1"
"WOS:000246592000015","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000265860500007","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000357549300014","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000377889700003","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000382797300003","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000451531700010","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000454041400008","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000477051900218","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000478391400001","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000486221900008","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000551066100002","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000604548700005","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:A1995RJ51500003","SUSTAINABLE#POOR"," 1","SUSTAINAB*#POOR","1"
"WOS:000221456600003","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000237423500003","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000244442600001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000244500900001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000284631400011","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000290181400003","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000307485000006","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000307635400001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000311688900002","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000347440700048","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000357753800007","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000363553100003","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000382797300003","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000391056700004","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000396607200002","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000405859500010","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000410913600001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000418360700007","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000454961400006","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000456426900007","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000461854800064","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000474191500012","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000528399700001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000535598700292","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000539366000001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000577322100001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000635669500001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000645745800001","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000686590300019","SUSTAINABLE#POVERTY"," 1","SUSTAINAB*#POVERTY","1"
"WOS:000548372100016","DISASTER RISK#REDUCTION"," 1","DISASTER RISK#REDUCTION","1"
"WOS:000454961400006","BASIC NEEDS#POVERTY"," 1","BASIC NEEDS#POVERTY","1"
"WOS:000244442600001","CHANGE#SOCIETY#POVERTY"," 1","CHANGE#SOCIETY#POVERTY","1"
"WOS:000635669500001","CHANGE#SOCIETY#POVERTY"," 1","CHANGE#SOCIETY#POVERTY","1"
"WOS:000244442600001","CIVIL SOCIETY#POVERTY"," 1","CIVIL SOCIETY#POVERTY","1"
"WOS:000290181400003","CLIMATE CHANGE#POVERTY"," 1","CLIMATE CHANGE#POVERTY","1"
"WOS:000311688900002","CLIMATE CHANGE#POVERTY"," 1","CLIMATE CHANGE#POVERTY","1"
"WOS:000645745800001","CLIMATE CHANGE#POVERTY"," 1","CLIMATE CHANGE#POVERTY","1"
"WOS:000221456600003","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","6"
"WOS:000237423500003","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","7"
"WOS:000244442600001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","4"
"WOS:000244500900001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","6"
"WOS:000284631400011","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","7"
"WOS:000290181400003","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","5"
"WOS:000307485000006","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","6"
"WOS:000307635400001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","4"
"WOS:000311688900002","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","7"
"WOS:000347440700048","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","8"
"WOS:000357753800007","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","4"
"WOS:000363553100003","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","4"
"WOS:000382797300003","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","5"
"WOS:000391056700004","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","5"
"WOS:000396607200002","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000405859500010","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000410913600001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000418360700007","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000454961400006","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000456426900007","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000461854800064","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","2"
"WOS:000474191500012","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000528399700001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000535598700292","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000539366000001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000577322100001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000635669500001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000645745800001","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000686590300019","DEVELOPMENT#POVERTY"," 1","DEVELOPMENT#POVERTY","1"
"WOS:000405859500010","EQUAL#RIGHT#POVERTY"," 1","EQUAL#RIGHT#POVERTY","1"
"WOS:000451531700010","EQUITY#POOR"," 1","EQUITY#POOR","1"
"WOS:000237423500003","EQUITY#POVERTY"," 1","EQUITY#POVERTY","1"
"WOS:000290181400003","EQUITY#POVERTY"," 1","EQUITY#POVERTY","1"
"WOS:000405859500010","GENDER#POVERTY"," 1","GENDER#POVERTY","1"
"WOS:000454961400006","GENDER#POVERTY"," 1","GENDER#POVERTY","1"
"WOS:000635669500001","GENDER#POVERTY"," 1","GENDER#POVERTY","1"
"WOS:000246994700004","HUMAN NEEDS"," 1","HUMAN NEEDS","1"
"WOS:000405941000005","HUMAN NEEDS"," 1","HUMAN NEEDS","2"
"WOS:000617414500001","HUMAN NEEDS"," 1","HUMAN NEEDS","1"
"WOS:000290181400003","JUSTICE#POVERTY"," 1","JUSTICE#POVERTY","1"
"WOS:000382797300003","JUSTICE#POVERTY"," 1","JUSTICE#POVERTY","1"
"WOS:000454961400006","JUSTICE#POVERTY"," 1","JUSTICE#POVERTY","1"
"WOS:000246592000015","MANAGEMENT#POOR"," 1","MANAGEMENT#POOR","1"
"WOS:000486221900008","MANAGEMENT#POOR"," 1","MANAGEMENT#POOR","1"
"WOS:000237423500003","MANAGEMENT#POVERTY"," 1","MANAGEMENT#POVERTY","1"
"WOS:000347440700048","MANAGEMENT#POVERTY"," 1","MANAGEMENT#POVERTY","1"
"WOS:000363553100003","MANAGEMENT#POVERTY"," 1","MANAGEMENT#POVERTY","1"
"WOS:000474191500012","MANAGEMENT#POVERTY"," 1","MANAGEMENT#POVERTY","1"
"WOS:000577322100001","MANAGEMENT#POVERTY"," 1","MANAGEMENT#POVERTY","1"
"WOS:000635669500001","MANAGEMENT#POVERTY"," 1","MANAGEMENT#POVERTY","1"
"WOS:000221456600003","MARGINAL#POVERTY"," 1","MARGINAL#POVERTY","1"
"WOS:000246592000015","POOR#POLICY"," 1","POOR#POLICY","1"
"WOS:A1995RJ51500003","POOR#POLICY"," 1","POOR#POLICY","1"
"WOS:000382797300003","POOR#REDUCTION"," 1","POOR#REDUCTION","1"
"WOS:000244500900001","POVERTY ALLEVIATION"," 1","POVERTY ALLEVIATION","1"
"WOS:000237423500003","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000244442600001","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000284631400011","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000307485000006","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000363553100003","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000418360700007","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000474191500012","POVERTY#POLICY"," 1","POVERTY#POLICY","2"
"WOS:000539366000001","POVERTY#POLICY"," 1","POVERTY#POLICY","1"
"WOS:000686590300019","POVERTY#POLICY"," 1","POVERTY#POLICY","2"
"WOS:000237423500003","POVERTY#REDUCTION"," 1","POVERTY#REDUCTION","1"
"WOS:000290181400003","POVERTY#REDUCTION"," 1","POVERTY#REDUCTION","1"
"WOS:000311688900002","POVERTY#REDUCTION"," 1","POVERTY#REDUCTION","1"
"WOS:000357753800007","POVERTY#REDUCTION"," 1","POVERTY#REDUCTION","1"
"WOS:000382797300003","POVERTY#REDUCTION"," 1","POVERTY#REDUCTION","1"
"WOS:000454961400006","POVERTY#REDUCTION"," 1","POVERTY#REDUCTION","1"
"WOS:000290181400003","SOCIAL JUSTICE#POVERTY"," 1","SOCIAL JUSTICE#POVERTY","1"
"WOS:000382797300003","SOCIAL JUSTICE#POVERTY"," 1","SOCIAL JUSTICE#POVERTY","2"
"WOS:000307485000006","SOCIAL POLICY#POVERTY"," 1","SOCIAL POLICY#POVERTY","1"
"WOS:000686590300019","SOCIAL#DISASTER#POVERTY"," 1","SOCIAL#DISASTER#POVERTY","1"
"WOS:000635669500001","TRANSITION#POVERTY"," 1","TRANSITION#POVERTY","1"
"WOS:000363553100003","WELFARE#POVERTY"," 1","WELFARE#POVERTY","1"
"WOS:000382797300003","WORK#POOR"," 1","WORK#POOR","1"
"WOS:000244500900001","WORK#POVERTY"," 1","WORK#POVERTY","1"
"WOS:000382797300003","WORK#POVERTY"," 1","WORK#POVERTY","1"
"WOS:000454961400006","WORK#POVERTY"," 1","WORK#POVERTY","1"
"WOS:000474191500012","WORK#POVERTY"," 1","WORK#POVERTY","1"
"WOS:000528399700001","WORK#POVERTY"," 1","WORK#POVERTY","1"
"WOS:000535598700292","WORK#POVERTY"," 1","WORK#POVERTY","1"
"WOS:000274422200008","AGRICULTURE#KNOWLEDGE#SUSTAINABLE"," 2","AGRICULTURE#KNOWLEDGE#SUSTAINAB*","1"
"WOS:000628235400001","AGRICULTURE#KNOWLEDGE#SUSTAINABLE"," 2","AGRICULTURE#KNOWLEDGE#SUSTAINAB*","1"
"WOS:000454152000014","CROP PRODUCTION#SUSTAINABLE"," 2","CROP PRODUCTION#SUSTAINAB*","1"
"WOS:000310191100003","FOOD SECURITY"," 2","FOOD SECURITY","1"
"WOS:000456894600004","FOOD SECURITY"," 2","FOOD SECURITY","1"
"WOS:000594612900001","FOOD SECURITY"," 2","FOOD SECURITY","1"
"WOS:000261843700008","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000310191100003","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000311688900002","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000330750900013","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000331512100001","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000347440700048","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000378119500003","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000407683300012","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000456894600004","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000477051900218","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000515621700001","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000524899600011","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000528399700001","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000531558100272","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000535733200001","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000594612900001","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000635669500001","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000646621900005","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000686590300019","FOOD#SUSTAINABLE"," 2","FOOD#SUSTAINAB*","1"
"WOS:000454961400006","NUTRITION#SUSTAINABLE"," 2","NUTRITION#SUSTAINAB*","1"
"WOS:000594612900001","NUTRITION#SUSTAINABLE"," 2","NUTRITION#SUSTAINAB*","1"
"WOS:000274422200008","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","2"
"WOS:000378119500003","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","1"
"WOS:000422184000034","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","3"
"WOS:000561963500001","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","2"
"WOS:000594612900001","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","1"
"WOS:000628235400001","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","1"
"WOS:000674237500024","SUSTAINABLE AGRICULTURE"," 2","SUSTAINAB* AGRICULTURE","2"
"WOS:000347440700048","SUSTAINABLE#FOOD#CONSUMPTION"," 2","SUSTAINAB*#FOOD#CONSUMPTION","1"
"WOS:000477051900218","SUSTAINABLE#FOOD#CONSUMPTION"," 2","SUSTAINAB*#FOOD#CONSUMPTION","1"
"WOS:000531558100272","SUSTAINABLE#FOOD#CONSUMPTION"," 2","SUSTAINAB*#FOOD#CONSUMPTION","1"
"WOS:000274978100007","ACCESSIBLE#LAND#AGRICULTURE"," 2","ACCESSIBLE#LAND#AGRICULTURE","1"
"WOS:000274978100007","AGRICULTURE#BIODIVERSITY"," 2","AGRICULTURE#BIODIVERSITY","1"
"WOS:000378625000009","AGRICULTURE#CONSERVATION"," 2","AGRICULTURE#CONSERVATION","1"
"WOS:000428725500006","AGRICULTURE#CONSERVATION"," 2","AGRICULTURE#CONSERVATION","1"
"WOS:000590969800003","AGRICULTURE#CONSERVATION"," 2","AGRICULTURE#CONSERVATION","1"
"WOS:000646621900005","AGRICULTURE#CONSERVATION"," 2","AGRICULTURE#CONSERVATION","1"
"WOS:000233443600003","AGRICULTURE#ECOSYSTEM"," 2","AGRICULTURE#ECOSYSTEM","1"
"WOS:000378625000009","AGRICULTURE#RISK"," 2","AGRICULTURE#RISK","1"
"WOS:000274978100007","AGRICULTURE#TECHNOLOGY"," 2","AGRICULTURE#TECHNOLOGY","1"
"WOS:000330750900013","AGRICULTURE#TECHNOLOGY"," 2","AGRICULTURE#TECHNOLOGY","4"
"WOS:000628235400001","AGRICULTURE#TECHNOLOGY"," 2","AGRICULTURE#TECHNOLOGY","1"
"WOS:000331512100001","CLIMATE CHANGE#AGRICULTURE"," 2","CLIMATE CHANGE#AGRICULTURE","1"
"WOS:000561963500001","CLIMATE CHANGE#AGRICULTURE"," 2","CLIMATE CHANGE#AGRICULTURE","1"
"WOS:000590969800003","CLIMATE CHANGE#AGRICULTURE"," 2","CLIMATE CHANGE#AGRICULTURE","1"
"WOS:000378625000009","CONSERVATION#AGRICULTURE"," 2","CONSERVATION#AGRICULTURE","1"
"WOS:000428725500006","CONSERVATION#AGRICULTURE"," 2","CONSERVATION#AGRICULTURE","1"
"WOS:000590969800003","CONSERVATION#AGRICULTURE"," 2","CONSERVATION#AGRICULTURE","1"
"WOS:000646621900005","CONSERVATION#AGRICULTURE"," 2","CONSERVATION#AGRICULTURE","1"
"WOS:000456894600004","DIVERSIFICATION#AGRICULTURE"," 2","DIVERSIFICATION#AGRICULTURE","1"
"WOS:000324726000005","DIVERSITY#AGRICULTURE"," 2","DIVERSITY#AGRICULTURE","1"
"WOS:000428725500006","DIVERSITY#AGRICULTURE"," 2","DIVERSITY#AGRICULTURE","1"
"WOS:000496506600030","DIVERSITY#AGRICULTURE"," 2","DIVERSITY#AGRICULTURE","1"
"WOS:000311688900002","FOOD ACCESS"," 2","FOOD ACCESS","1"
"WOS:000686590300019","FOOD CRISIS"," 2","FOOD CRISIS","1"
"WOS:000310191100003","HEALTH#FOOD"," 2","HEALTH#FOOD","1"
"WOS:000378119500003","HEALTH#FOOD"," 2","HEALTH#FOOD","1"
"WOS:000635669500001","HEALTH#FOOD"," 2","HEALTH#FOOD","1"
"WOS:000528399700001","INDIGENOUS#AGRICULTURE"," 2","INDIGENOUS#AGRICULTURE","1"
"WOS:000274978100007","MARKET#INFORMATION#AGRICULTURE"," 2","MARKET#INFORMATION#AGRICULTURE","1"
"WOS:000454961400006","NUTRITION STATUS"," 2","NUTRITION STATUS","1"
"WOS:000454961400006","NUTRITION#HUNGER"," 2","NUTRITION#HUNGER","1"
"WOS:000594612900001","NUTRITION#HUNGER"," 2","NUTRITION#HUNGER","1"
"WOS:000265860500007","ORGANIC HORTICULTURE"," 2","ORGANIC HORTICULTURE","1"
"WOS:000462860400001","PERMACULTURE"," 2","PERMACULTURE","1"
"WOS:000074305100012","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000081301200006","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000239708200005","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000243523500008","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000248879800005","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000270922200019","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000284631400011","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000307485000006","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000310191100003","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000315043700001","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000322429200012","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000330750900013","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000347736900009","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000362336300016","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000375809500019","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000378119500003","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000385394900003","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000388826700028","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000391056700004","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000403525800015","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000405859500010","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000410697200038","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000410913600001","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000418360700007","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000446113700005","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000454961400006","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000456356700005","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000456426900007","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000458174300007","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000461639300010","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000496456400004","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000496506600030","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000498305700013","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000535598700292","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000590969800003","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000635669500001","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:A1993KL47600004","HEALTH#SUSTAINABLE"," 3","HEALTH#SUSTAINAB*","1"
"WOS:000496456400004","AIR POLLUTION#HEALTH"," 3","AIR POLLUTION#HEALTH","1"
"WOS:000496456400004","AIR QUALITY#HEALTH"," 3","AIR QUALITY#HEALTH","2"
"WOS:000461639300010","CARE#HEALTH"," 3","CARE#HEALTH","5"
"WOS:000315043700001","CHRONIC DISEASE"," 3","CHRONIC DISEASE","1"
"WOS:000646621900005","FAMILY PLANNING#POLICY"," 3","FAMILY PLANNING#POLICY","1"
"WOS:000628235400001","FAMILY#PLANNING"," 3","FAMILY#PLANNING","1"
"WOS:000646621900005","FAMILY#PLANNING"," 3","FAMILY#PLANNING","1"
"WOS:000496456400004","HAZARDOUS#HEALTH"," 3","HAZARDOUS#HEALTH","1"
"WOS:000074305100012","HEALTH PROMOTION"," 3","HEALTH PROMOTION","2"
"WOS:000410697200038","HEALTH#ACCESSIBLE"," 3","HEALTH#ACCESSIBLE","8"
"WOS:000454961400006","HEALTH#ACCESSIBLE"," 3","HEALTH#ACCESSIBLE","1"
"WOS:000496456400004","HEALTH#ACCESSIBLE"," 3","HEALTH#ACCESSIBLE","1"
"WOS:000239708200005","HEALTH#POLICY"," 3","HEALTH#POLICY","1"
"WOS:000284631400011","HEALTH#POLICY"," 3","HEALTH#POLICY","1"
"WOS:000307485000006","HEALTH#POLICY"," 3","HEALTH#POLICY","1"
